encourage: も挑戦したのですが分かりませんでした。	ナイスチャレンジです。
encourage: 星集め差分の和にも挑戦したのですが分かりませんでした。	ナイスチャレンジです。
encourage: 特に差分の和で入力する数(N)が毎回違うのが難しかったです。	焦らず頑張りましょう。
encourage: 差分の和で入力する数(N)が特に毎回違うのが難しかったです。	焦らず頑張りましょう。
encourage: 簡単ではありませんでした。	プログラミングは難しいですよね。
encourage: 割と忘れていたことも多かったので難しく感じました。	人間は忘れる生き物です。復習を繰り返しましょう。
encourage: 思っていたよりも1年でpythonの知識を忘れていて焦りました。	復習すればきっと思い出せます。
encourage: ただその次の差の和の問題が難しいです。	難しいですよね。一度頭を休めてみてはいかがですか？
encourage: どのようにアプローチすればよいか思いつきません。	相談してヒントをもらうことも時には大切です。
encourage: 情報コースに進みたいと思っているほぼ決めているのですがプログラミングが正直得意な方ではありません。	最初から得意な人ばかりではないですよ。安心してください。
encourage: 進みたいと思っているほぼ情報コースに決めているのですがプログラミングが正直得意な方ではありません。	最初から得意な人ばかりではないですよ。安心してください。
encourage: 事前アンケートで「ネットのPythonの問は出来る」人が多いという事を聞いてとても焦っています。	あなたはあなたの良さがあります。
encourage: 聞いてとても事前アンケートで「ネットのPythonの問は出来る」人が多いという事を焦っています。	あなたはあなたの良さがあります。
encourage: 演習問題は差分の和で詰まってしまい悲しかったです。	時には休むことも大切ですよ。
encourage: また慣れないアプリでの授業というのと春休みで全く触れなかったせいもありだいぶ苦労しています。	少しづつ慣れていきましょう。
encourage: 触れなかったせいもありだいぶまた慣れないアプリでの授業というのと春休みで全く苦労しています。	少しづつ慣れていきましょう。
encourage: 本日のブレイクアウトルームも他の先生では行わない交流の機会を設けてくださりうれしいのですが友人が一人もおらずちきって入れませんでした。	みんなきっと優しいですよ。応援しています。
encourage: 設けてくださりうれしいのですが友人が一人もおらずちきって入れませんでした。	みんなきっと優しいですよ。応援しています。
encourage: 全く解けなかったです。	最初は難しいですよね。あなたのペースで学びましょう。
