encourage: 終電を逃した	タクシーに乗るチャンス
encourage: 見たかったドラマを見逃した	再放送あるよ
encourage: エアコンを消し忘れた	電気代がえぐいね
encourage: 宿題忘れた	たまには休憩も必要だよ
encourage: チケット売り切れてた	ライヴビューイングや配信を待とう。
encourage: チケット忘れた	係の人に正直に話そう
encourage: 食材買い忘れた	でもその食材が欠けていても美味しいでしょ？
encourage: 寝過ごした	それだけ疲れていたんだよ
encourage: 犬が脱走した	追いかけよう！！
encourage: 魚を逃した	逃した魚は大きいぞ！
encourage: 終電を逃した	迎えに行ってあげるよ
encourage: 見たかったドラマを見逃した	別の面白いドラマ見よう
encourage: エアコンを消し忘れた	そんなときもあるよ
encourage: 課題を提出し忘れた	とりあえず出しておこう
encourage: ライブのチケット抽選申し込み忘れた	きっと当日券があるよ
encourage: 話を聞き逃した	もう一回聞きに行こう
encourage: 終電を逃した	そんな日もあるよ！
encourage: 見たかったドラマを見逃した	見逃し配信で見れるよ！
encourage: エアコンを消し忘れた	家帰ったら涼しいね！(暖かいね)
encourage: 教科書忘れた	友達に見せてもらおう！
encourage: 出席忘れた	まだ落単じゃないよ！
encourage: 終電を逃した	Let's 野宿！非日常を味わっちゃおう！
encourage: 見たかったドラマを見逃した	サブスクを利用すればいつだって見れるよ！アマプラが安くておすすめ！
encourage: エアコンを消し忘れた	エアコン消さないほうが電力安かったりするんだよ？知ってた？
encourage: 説明会に出忘れた	人生何とかなるさ！説明会に取り組んでいる君は頑張っている！
encourage: 提出物だし忘れた	提出物忘れ一回？余裕だね！
encourage: 逃した	何を逃したんだい？そんなの人生の微々たるミスや。
encourage: 忘れた	何を忘れたんだい？人間忘れる生き物さ。
encourage: 終電を逃した	次、気をつければいいじゃない!
encourage: 見たかったドラマを見逃した	Tverで見ればいいじゃない!
encourage: エアコンを消し忘れた	帰ってきたor起きた時にベストな温度になっているよ！
encourage: 電車に乗り遅れた	乗り換えでダッシュすればきっと間に合うよ！
encourage: 友達との待ち合わせに遅刻した	謝ったら、許してくれるよ!
encourage: 課題を出し忘れた	これから出し忘れないようにすればOK!
encourage: チケットの販売期間が終わっていた	これからきちんとチェックして忘れないようにすればOK!
encourage: チケットの抽選期間が終わっていた	きっと運が溜まっているよ！
encourage: スマホ忘れた	スマホがなくてもなんとかなるよ！
encourage: ダブルブッキングをした	きっと、なんとか調整できるよ！
encourage: ゴキブリを仕留め損ねた	もしかしたら家の外に行ったかもよ
encourage: お財布忘れた	サザエさんも忘れてたからそんなに落ち込まないで!
encourage: 終電を逃した	タクシーがあるよ
encourage: 見たかったドラマを見逃した	見逃し配信があるよ
encourage: エアコンを消し忘れた	帰ったら快適だね
encourage: 連絡をし忘れた	今すぐしよう
encourage: 薬を飲み忘れた	すぐのもう
encourage: 忘れ物をした	取りに帰る？
encourage: 財布を忘れた	なんとかなるよ
encourage: 約束を忘れた	そういうときもある
encourage: 録画してない	親に連絡しよ
encourage: 定期忘れた	ドンマイ
encourage: 電車乗り過ごした	あるあるだわ
encourage: レポート出し忘れた	次がんばろ
encourage: スマホ忘れた	まあ、なんとかなる
encourage: やばい課題	教えてあげるよ
encourage: 終電を逃した	友達のいえにお泊まりして楽しもう！
encourage: 見たかったドラマを見逃した	Tverで観れるから大丈夫！
encourage: エアコンを消し忘れた	1日くらいそんなに電気代かからないから大丈夫！
encourage: 電気をつけっぱなしにした	次気をつければいいんだよ
encourage: 傘を持って行こうと思っていたら忘れて雨になった	隣にいる人の傘に入ってしまおう
encourage: 課題を出し忘れた	教授を説得して再提出させてもらう
encourage: バイトあるのに制服忘れた	バイトの友達に貸してくれないか聞いてみよう
encourage: バイトの時間を1時間間違えた	1時間早く入れてもらっちゃおう！
encourage: 家を出たら財布を忘れた	今日は一日ヒモになろう
encourage: ESの期限間違えた	違う企業でも似てるような会社あるはずだよ！
encourage: 欲しいものを買えなかった	他の店に買いに行こう！
